_DROP_ ; _LTST_ ; SOL ; YYYY-MM-DDTHH:MM:SS.sss ; RATIO
-1.362 ; 14.463 ; 300 ; 2019-274T01:46:00.637Z ; 0.969
-1.355 ; 13.925 ; 383 ; 2019-359T07:46:44.471Z ; 1.000
-1.354 ; 12.164 ; 304 ; 2019-278T02:01:57.643Z ; 1.000
-1.347 ; 12.211 ; 263 ; 2019-235T23:09:33.473Z ; 1.000
-1.347 ; 12.221 ; 160 ; 2019-130T03:45:51.733Z ; 1.000
-1.346 ; 11.751 ; 229 ; 2019-201T00:24:08.570Z ; 1.000
-1.345 ; 14.613 ; 135 ; 2019-104T13:52:52.541Z ; 1.000
-1.344 ; 11.533 ; 400 ; 2020-011T16:29:36.932Z ; 1.000
-1.344 ; 12.916 ; 339 ; 2019-314T01:48:52.202Z ; 1.000
-1.341 ; 13.255 ; 052 ; 2019-019T06:00:22.915Z ; 1.000
-1.337 ; 10.497 ; 128 ; 2019-097T05:04:29.071Z ; 1.000
-1.337 ; 12.208 ; 176 ; 2019-146T14:12:24.530Z ; 1.000
-1.336 ; 13.479 ; 365 ; 2019-340T19:29:16.094Z ; 1.000
-1.334 ;  9.078 ; 164 ; 2019-134T03:09:00.884Z ; 1.000
-1.331 ; 13.813 ; 381 ; 2019-357T06:20:58.143Z ; 1.000
-1.330 ; 12.986 ; 203 ; 2019-174T08:39:24.613Z ; 1.000
-1.329 ; 12.944 ; 298 ; 2019-271T22:53:32.386Z ; 1.000
-1.328 ; 11.021 ; 385 ; 2019-361T06:06:33.520Z ; 1.000
-1.328 ; 13.325 ; 392 ; 2020-003T13:04:37.783Z ; 1.000
-1.326 ; 11.105 ; 310 ; 2019-284T04:53:18.975Z ; 0.943
-1.326 ; 15.511 ; 134 ; 2019-103T14:08:56.133Z ; 1.000
-1.325 ; 13.536 ; 219 ; 2019-190T19:41:24.022Z ; 1.000
-1.323 ; 14.670 ; 394 ; 2020-005T15:46:25.876Z ; 1.000
-1.322 ; 10.087 ; 333 ; 2019-307T18:57:47.898Z ; 1.000
-1.319 ; 13.798 ; 017 ; 2018-348T07:21:51.480Z ; 1.000
-1.318 ;  9.196 ; 391 ; 2020-002T08:10:42.799Z ; 1.000
-1.317 ; 13.988 ; 067 ; 2019-034T16:39:01.465Z ; 1.000
-1.312 ; 11.790 ; 334 ; 2019-308T21:22:13.324Z ; 1.000
-1.312 ; 12.026 ; 021 ; 2018-352T08:12:11.990Z ; 1.000
-1.311 ; 12.249 ; 210 ; 2019-181T12:28:42.584Z ; 1.000
-1.311 ; 13.051 ; 024 ; 2018-355T11:15:03.964Z ; 1.000
-1.310 ; 10.144 ; 252 ; 2019-224T13:49:17.019Z ; 1.000
-1.310 ; 15.163 ; 099 ; 2019-067T14:52:50.073Z ; 1.000
-1.308 ; 15.178 ; 115 ; 2019-084T01:22:38.521Z ; 1.000
-1.307 ; 11.313 ; 198 ; 2019-169T03:40:06.639Z ; 1.000
-1.305 ; 11.214 ; 360 ; 2019-335T13:52:27.026Z ; 1.000
-1.303 ; 11.161 ; 342 ; 2019-317T01:59:04.642Z ; 1.000
-1.303 ; 11.455 ; 203 ; 2019-174T07:05:03.139Z ; 1.000
-1.302 ; 13.596 ; 345 ; 2019-320T06:27:29.139Z ; 0.954
-1.296 ; 12.217 ; 304 ; 2019-278T02:05:14.237Z ; 1.000
-1.295 ; 12.323 ; 243 ; 2019-215T10:09:39.331Z ; 1.000
-1.295 ; 14.148 ; 023 ; 2018-354T11:42:50.807Z ; 1.000
-1.290 ; 12.201 ; 091 ; 2019-059T06:35:24.270Z ; 1.000
-1.286 ; 14.991 ; 261 ; 2019-234T00:42:12.178Z ; 0.999
-1.285 ;  9.300 ; 363 ; 2019-338T13:52:48.866Z ; 1.000
-1.280 ; 14.785 ; 078 ; 2019-046T00:42:25.684Z ; 1.000
-1.278 ; 16.026 ; 235 ; 2019-207T08:43:24.546Z ; 1.000
-1.276 ; 10.516 ; 152 ; 2019-121T20:47:06.697Z ; 1.000
-1.276 ; 15.191 ; 233 ; 2019-205T06:33:21.519Z ; 1.000
-1.275 ;  9.651 ; 033 ; 2018-364T13:43:47.979Z ; 1.000
-1.273 ; 11.357 ; 017 ; 2018-348T04:51:18.675Z ; 1.000
-1.273 ; 12.638 ; 395 ; 2020-006T14:20:33.766Z ; 1.000
-1.271 ; 12.742 ; 200 ; 2019-171T06:26:39.841Z ; 1.000
-1.270 ; 12.720 ; 246 ; 2019-218T12:32:03.545Z ; 0.950
-1.269 ; 11.283 ; 146 ; 2019-115T17:39:06.296Z ; 1.000
-1.269 ; 13.534 ; 331 ; 2019-305T21:11:24.365Z ; 1.000
-1.268 ; 12.272 ; 382 ; 2019-358T05:25:25.234Z ; 1.000
-1.267 ; 10.659 ; 324 ; 2019-298T13:37:58.975Z ; 1.000
-1.265 ; 13.028 ; 394 ; 2020-005T14:05:09.697Z ; 1.000
-1.264 ; 10.267 ; 299 ; 2019-272T20:47:54.646Z ; 1.000
-1.261 ; 12.056 ; 029 ; 2018-360T13:32:55.533Z ; 1.000
-1.259 ; 13.831 ; 082 ; 2019-050T02:21:17.635Z ; 1.000
-1.258 ;  9.405 ; 063 ; 2019-030T09:18:25.433Z ; 1.000
-1.258 ; 10.404 ; 164 ; 2019-134T04:30:44.771Z ; 1.000
-1.258 ; 12.612 ; 309 ; 2019-283T05:46:47.510Z ; 1.000
-1.256 ; 12.678 ; 247 ; 2019-219T13:08:47.949Z ; 1.000
-1.255 ; 10.294 ; 317 ; 2019-291T08:39:25.767Z ; 0.999
-1.247 ; 12.158 ; 341 ; 2019-316T02:21:02.998Z ; 1.000
-1.247 ; 14.683 ; 216 ; 2019-187T18:54:18.505Z ; 1.000
-1.246 ; 13.515 ; 175 ; 2019-145T14:53:44.757Z ; 1.000
-1.246 ; 13.629 ; 204 ; 2019-175T09:58:16.228Z ; 1.000
-1.244 ; 14.117 ; 213 ; 2019-184T16:21:36.279Z ; 1.000
-1.243 ;  9.457 ; 034 ; 2018-365T14:11:38.331Z ; 1.000
-1.242 ; 11.238 ; 267 ; 2019-240T00:47:01.942Z ; 1.000
-1.240 ;  9.882 ; 016 ; 2018-347T02:40:25.825Z ; 1.000
-1.235 ; 12.258 ; 390 ; 2020-001T10:39:58.288Z ; 0.977
-1.234 ; 12.485 ; 185 ; 2019-155T20:22:26.736Z ; 1.000
-1.233 ; 11.476 ; 214 ; 2019-185T14:18:04.686Z ; 1.000
-1.233 ; 12.098 ; 204 ; 2019-175T08:23:56.943Z ; 1.000
-1.233 ; 13.668 ; 037 ; 2019-003T20:30:33.987Z ; 0.671
-1.232 ; 12.630 ; 166 ; 2019-136T08:06:18.284Z ; 1.000
-1.229 ; 12.930 ; 393 ; 2020-004T13:19:42.581Z ; 1.000
-1.227 ; 11.342 ; 341 ; 2019-316T01:30:46.675Z ; 1.000
-1.225 ;  9.377 ; 334 ; 2019-308T18:53:27.760Z ; 1.000
-1.223 ; 10.137 ; 141 ; 2019-110T13:12:20.284Z ; 1.000
-1.222 ; 13.447 ; 138 ; 2019-107T14:38:41.772Z ; 1.000
-1.222 ; 14.788 ; 084 ; 2019-052T04:39:07.752Z ; 1.000
-1.218 ;  9.869 ; 039 ; 2019-005T17:55:47.741Z ; 1.000
-1.218 ; 13.309 ; 400 ; 2020-011T18:19:07.066Z ; 1.000
-1.216 ; 12.621 ; 103 ; 2019-071T14:53:27.350Z ; 1.000
-1.216 ; 16.317 ; 178 ; 2019-148T19:44:06.002Z ; 1.000
-1.214 ; 13.085 ; 054 ; 2019-021T07:09:06.402Z ; 1.000
-1.213 ; 12.658 ; 249 ; 2019-221T14:26:16.144Z ; 1.000
-1.207 ; 11.162 ; 313 ; 2019-287T06:55:09.967Z ; 1.000
-1.205 ; 13.039 ; 199 ; 2019-170T06:05:45.208Z ; 1.000
-1.203 ; 10.183 ; 192 ; 2019-162T22:35:06.053Z ; 1.000
-1.203 ; 10.471 ; 243 ; 2019-215T08:15:31.102Z ; 1.000
-1.203 ; 12.021 ; 116 ; 2019-084T22:47:16.739Z ; 1.000
-1.202 ; 13.506 ; 382 ; 2019-358T06:41:26.843Z ; 1.000
-1.201 ; 11.214 ; 041 ; 2019-007T20:38:12.408Z ; 1.000
-1.201 ; 12.412 ; 204 ; 2019-175T08:43:17.418Z ; 1.000
-1.201 ; 13.233 ; 393 ; 2020-004T13:38:23.760Z ; 1.000
-1.198 ; 14.864 ; 311 ; 2019-285T09:24:29.657Z ; 1.000
-1.198 ; 15.327 ; 294 ; 2019-267T22:42:43.764Z ; 1.000
-1.197 ; 11.684 ; 171 ; 2019-141T10:24:05.623Z ; 0.996
-1.195 ; 11.634 ; 023 ; 2018-354T09:07:49.518Z ; 1.000
-1.190 ;  9.944 ; 387 ; 2019-363T06:19:04.111Z ; 1.000
-1.190 ; 11.936 ; 381 ; 2019-357T04:25:13.601Z ; 1.000
-1.190 ; 12.367 ; 187 ; 2019-157T21:33:36.365Z ; 1.000
-1.189 ; 12.937 ; 154 ; 2019-124T00:34:43.599Z ; 1.000
-1.189 ; 13.438 ; 298 ; 2019-271T23:23:56.038Z ; 1.000
-1.186 ; 12.352 ; 083 ; 2019-051T01:29:34.040Z ; 1.000
-1.184 ;  9.714 ; 367 ; 2019-342T16:56:07.251Z ; 1.000
-1.184 ; 11.866 ; 038 ; 2019-004T19:19:13.050Z ; 1.000
-1.182 ; 11.432 ; 020 ; 2018-351T06:55:42.621Z ; 1.000
-1.182 ; 11.799 ; 331 ; 2019-305T19:24:27.033Z ; 1.000
-1.179 ; 10.668 ; 320 ; 2019-294T11:00:45.914Z ; 1.000
-1.179 ; 13.393 ; 397 ; 2020-008T16:25:58.956Z ; 1.000
-1.178 ; 13.565 ; 226 ; 2019-198T00:18:06.274Z ; 1.000
-1.177 ; 10.745 ; 303 ; 2019-276T23:55:05.015Z ; 1.000
-1.175 ; 11.376 ; 381 ; 2019-357T03:50:43.845Z ; 1.000
-1.175 ; 12.858 ; 202 ; 2019-173T07:52:16.863Z ; 1.000
-1.173 ; 12.848 ; 038 ; 2019-004T20:19:44.982Z ; 1.000
-1.172 ; 11.347 ; 179 ; 2019-149T15:16:59.860Z ; 1.000
-1.172 ; 13.465 ; 382 ; 2019-358T06:38:55.046Z ; 1.000
-1.171 ; 10.227 ; 224 ; 2019-195T19:33:48.506Z ; 1.000
-1.171 ; 11.951 ; 211 ; 2019-182T12:49:35.661Z ; 1.000
-1.170 ; 12.356 ; 257 ; 2019-229T19:22:22.356Z ; 1.000
-1.168 ; 15.251 ; 016 ; 2018-347T08:11:30.948Z ; 1.000
-1.166 ; 13.237 ; 299 ; 2019-272T23:50:58.847Z ; 1.000
-1.164 ; 12.885 ; 198 ; 2019-169T05:16:59.694Z ; 1.000
-1.163 ; 11.315 ; 208 ; 2019-179T10:12:39.579Z ; 1.000
-1.163 ; 11.761 ; 073 ; 2019-040T18:18:41.735Z ; 1.000
-1.163 ; 12.551 ; 113 ; 2019-081T21:22:06.902Z ; 1.000
-1.162 ; 12.639 ; 229 ; 2019-201T01:18:54.586Z ; 1.000
-1.161 ;  9.928 ; 378 ; 2019-354T00:23:10.121Z ; 1.000
-1.161 ; 10.237 ; 029 ; 2018-360T11:40:46.181Z ; 1.000
-1.160 ; 12.457 ; 317 ; 2019-291T10:52:45.547Z ; 0.999
-1.158 ; 15.197 ; 069 ; 2019-036T19:12:33.643Z ; 1.000
-1.155 ; 10.756 ; 177 ; 2019-147T13:22:08.386Z ; 1.000
-1.154 ; 13.065 ; 181 ; 2019-151T18:21:17.069Z ; 1.000
-1.154 ; 13.672 ; 024 ; 2018-355T11:53:19.911Z ; 1.000
-1.153 ; 11.668 ; 366 ; 2019-341T18:17:05.261Z ; 0.993
-1.152 ; 10.616 ; 328 ; 2019-302T16:13:10.722Z ; 1.000
-1.152 ; 14.061 ; 129 ; 2019-098T09:23:24.830Z ; 1.000
-1.150 ; 11.240 ; 215 ; 2019-186T14:42:49.251Z ; 1.000
-1.148 ; 12.364 ; 224 ; 2019-195T21:45:30.098Z ; 1.000
-1.147 ;  9.592 ; 016 ; 2018-347T02:22:31.848Z ; 1.000
-1.146 ; 14.074 ; 204 ; 2019-175T10:25:43.099Z ; 1.000
-1.145 ; 13.321 ; 229 ; 2019-201T02:00:56.522Z ; 1.000
-1.144 ; 10.361 ; 300 ; 2019-273T21:33:08.037Z ; 0.969
-1.144 ; 11.447 ; 215 ; 2019-186T14:55:36.331Z ; 1.000
-1.144 ; 11.479 ; 028 ; 2018-359T12:17:29.250Z ; 1.000
-1.143 ; 10.854 ; 113 ; 2019-081T19:37:33.527Z ; 1.000
-1.143 ; 12.717 ; 249 ; 2019-221T14:29:53.939Z ; 1.000
-1.142 ; 10.702 ; 233 ; 2019-205T01:56:40.538Z ; 1.000
-1.141 ; 12.058 ; 263 ; 2019-235T23:00:07.989Z ; 1.000
-1.140 ; 15.093 ; 328 ; 2019-302T20:49:07.495Z ; 1.000
-1.138 ; 13.051 ; 324 ; 2019-298T16:05:29.033Z ; 1.000
-1.137 ; 16.089 ; 167 ; 2019-137T12:18:45.863Z ; 1.000
-1.136 ; 12.074 ; 188 ; 2019-158T21:54:44.473Z ; 1.000
-1.136 ; 14.865 ; 061 ; 2019-028T13:35:54.394Z ; 1.000
-1.135 ; 11.463 ; 306 ; 2019-280T02:37:37.453Z ; 1.000
-1.135 ; 13.358 ; 341 ; 2019-316T03:35:01.289Z ; 1.000
-1.134 ; 13.553 ; 052 ; 2019-019T06:18:42.895Z ; 1.000
-1.132 ; 13.161 ; 341 ; 2019-316T03:22:55.807Z ; 1.000
-1.129 ; 14.946 ; 343 ; 2019-318T06:31:51.250Z ; 1.000
-1.128 ; 10.538 ; 258 ; 2019-230T18:09:36.807Z ; 1.000
-1.126 ; 10.096 ; 043 ; 2019-009T20:48:40.028Z ; 1.000
-1.126 ; 13.487 ; 117 ; 2019-086T00:56:58.553Z ; 1.000
-1.126 ; 15.739 ; 063 ; 2019-030T15:48:51.065Z ; 1.000
-1.124 ; 11.228 ; 209 ; 2019-180T10:46:33.704Z ; 1.000
-1.123 ; 12.132 ; 392 ; 2020-003T11:51:05.472Z ; 1.000
-1.122 ; 12.468 ; 383 ; 2019-359T06:16:53.877Z ; 1.000
-1.122 ; 14.201 ; 357 ; 2019-332T14:58:13.320Z ; 1.000
-1.119 ; 12.366 ; 079 ; 2019-046T22:52:44.128Z ; 1.000
-1.119 ; 12.812 ; 317 ; 2019-291T11:14:35.311Z ; 0.999
-1.118 ;  9.944 ; 299 ; 2019-272T20:27:58.680Z ; 1.000
-1.118 ; 11.478 ; 169 ; 2019-139T08:52:55.217Z ; 1.000
-1.118 ; 13.510 ; 231 ; 2019-203T03:31:08.652Z ; 0.871
-1.118 ; 14.245 ; 094 ; 2019-062T10:39:28.975Z ; 1.000
-1.116 ; 15.136 ; 019 ; 2018-350T10:04:12.459Z ; 1.000
-1.113 ; 11.137 ; 359 ; 2019-334T13:08:14.588Z ; 1.000
-1.113 ; 11.571 ; 197 ; 2019-168T03:16:46.592Z ; 1.000
-1.113 ; 12.009 ; 244 ; 2019-216T10:29:36.504Z ; 0.898
-1.109 ; 13.733 ; 089 ; 2019-057T06:51:04.487Z ; 1.000
-1.105 ; 12.112 ; 383 ; 2019-359T05:54:59.206Z ; 1.000
-1.105 ; 13.842 ; 341 ; 2019-316T04:04:51.046Z ; 1.000
-1.102 ; 12.362 ; 341 ; 2019-316T02:33:38.379Z ; 1.000
-1.099 ; 11.803 ; 245 ; 2019-217T10:56:13.627Z ; 0.942
-1.097 ; 10.881 ; 256 ; 2019-228T17:12:06.564Z ; 1.000
-1.095 ;  9.507 ; 226 ; 2019-197T20:07:57.249Z ; 1.000
-1.095 ; 12.682 ; 304 ; 2019-278T02:33:57.193Z ; 1.000
-1.095 ; 14.737 ; 399 ; 2020-010T19:07:40.418Z ; 1.000
-1.094 ; 11.014 ; 083 ; 2019-051T00:07:04.139Z ; 1.000
-1.094 ; 12.631 ; 225 ; 2019-196T22:41:16.730Z ; 1.000
-1.093 ;  9.119 ; 072 ; 2019-039T14:56:23.942Z ; 1.000
-1.093 ; 12.671 ; 354 ; 2019-329T11:25:34.459Z ; 1.000
-1.092 ;  9.265 ; 377 ; 2019-352T23:02:50.403Z ; 0.999
-1.092 ; 12.885 ; 221 ; 2019-192T20:19:49.772Z ; 1.000
-1.091 ; 14.826 ; 392 ; 2020-003T14:37:11.687Z ; 1.000
-1.090 ; 11.359 ; 361 ; 2019-336T14:40:50.180Z ; 1.000
-1.089 ; 12.204 ; 206 ; 2019-177T09:48:58.624Z ; 1.000
-1.088 ; 11.033 ; 385 ; 2019-361T06:07:19.919Z ; 1.000
-1.085 ; 13.025 ; 132 ; 2019-101T10:17:16.678Z ; 1.000
-1.083 ;  9.294 ; 201 ; 2019-172T03:33:23.220Z ; 1.000
-1.083 ; 14.602 ; 035 ; 2019-001T20:08:38.223Z ; 1.000
-1.082 ; 11.397 ; 378 ; 2019-354T01:53:41.280Z ; 1.000
-1.082 ; 14.384 ; 238 ; 2019-210T09:00:08.184Z ; 1.000
-1.081 ; 10.639 ; 378 ; 2019-354T01:06:57.851Z ; 1.000
-1.080 ; 13.117 ; 335 ; 2019-309T23:23:26.967Z ; 1.000
-1.079 ; 14.024 ; 219 ; 2019-190T20:11:27.079Z ; 1.000
-1.079 ; 15.796 ; 325 ; 2019-299T19:34:05.383Z ; 0.719
-1.078 ; 11.079 ; 243 ; 2019-215T08:52:59.447Z ; 1.000
-1.077 ; 14.549 ; 386 ; 2019-362T10:23:29.203Z ; 1.000
-1.075 ; 10.562 ; 153 ; 2019-122T21:29:09.982Z ; 1.000
-1.075 ; 12.846 ; 020 ; 2018-351T08:22:53.500Z ; 1.000
-1.074 ; 13.688 ; 362 ; 2019-337T17:43:50.223Z ; 1.000
-1.072 ; 14.944 ; 290 ; 2019-263T19:41:29.285Z ; 1.000
-1.071 ; 10.884 ; 108 ; 2019-076T16:22:55.146Z ; 0.996
-1.068 ; 12.482 ; 044 ; 2019-010T23:55:29.786Z ; 1.000
-1.067 ; 11.494 ; 113 ; 2019-081T20:16:57.978Z ; 1.000
-1.065 ;  9.817 ; 344 ; 2019-319T01:55:05.449Z ; 1.000
-1.065 ; 12.386 ; 333 ; 2019-307T21:19:29.169Z ; 1.000
-1.065 ; 13.427 ; 167 ; 2019-137T09:34:38.533Z ; 1.000
-1.063 ;  9.747 ; 214 ; 2019-185T12:31:33.052Z ; 1.000
-1.063 ; 14.409 ; 050 ; 2019-017T05:52:17.051Z ; 1.000
-1.060 ;  9.755 ; 244 ; 2019-216T08:10:40.230Z ; 0.898
-1.058 ; 13.885 ; 391 ; 2020-002T12:59:45.113Z ; 1.000
-1.056 ; 11.176 ; 337 ; 2019-311T22:42:45.344Z ; 1.000
-1.056 ; 11.435 ; 265 ; 2019-237T23:40:24.918Z ; 1.000
-1.056 ; 12.235 ; 295 ; 2019-268T20:11:31.129Z ; 1.000
-1.055 ; 13.503 ; 233 ; 2019-205T04:49:17.769Z ; 1.000
-1.048 ; 14.626 ; 379 ; 2019-355T05:52:13.392Z ; 1.000
-1.047 ;  9.908 ; 171 ; 2019-141T08:34:36.472Z ; 0.996
-1.046 ; 11.183 ; 180 ; 2019-150T15:46:06.826Z ; 1.000
-1.046 ; 11.735 ; 312 ; 2019-286T06:51:02.109Z ; 1.000
-1.045 ; 10.944 ; 223 ; 2019-194T19:38:41.226Z ; 1.000
-1.044 ; 14.330 ; 261 ; 2019-234T00:01:26.734Z ; 0.999
-1.042 ; 11.659 ; 354 ; 2019-329T10:23:08.854Z ; 1.000
-1.042 ; 12.724 ; 218 ; 2019-189T18:12:04.677Z ; 1.000
-1.041 ; 14.542 ; 237 ; 2019-209T08:30:32.883Z ; 1.000
-1.039 ;  8.782 ; 184 ; 2019-154T15:54:59.975Z ; 1.000
-1.038 ; 12.096 ; 178 ; 2019-148T15:23:58.193Z ; 1.000
-1.037 ;  8.632 ; 351 ; 2019-326T05:18:12.818Z ; 1.000
-1.037 ; 12.123 ; 334 ; 2019-308T21:42:46.291Z ; 1.000
-1.037 ; 12.354 ; 362 ; 2019-337T16:21:36.044Z ; 1.000
-1.035 ; 12.555 ; 237 ; 2019-209T06:28:04.966Z ; 1.000
-1.034 ; 11.624 ; 345 ; 2019-320T04:25:59.332Z ; 0.954
-1.033 ; 10.145 ; 360 ; 2019-335T12:46:33.423Z ; 1.000
-1.030 ; 11.657 ; 388 ; 2019-364T08:44:05.285Z ; 1.000
-1.025 ; 12.029 ; 354 ; 2019-329T10:46:00.519Z ; 1.000
-1.025 ; 13.522 ; 231 ; 2019-203T03:31:52.151Z ; 0.871
-1.024 ; 12.464 ; 190 ; 2019-160T23:37:13.275Z ; 1.000
-1.023 ; 10.702 ; 327 ; 2019-301T15:38:59.550Z ; 0.999
-1.023 ; 11.692 ; 226 ; 2019-197T22:22:39.442Z ; 1.000
-1.023 ; 13.660 ; 307 ; 2019-281T05:32:29.540Z ; 1.000
-1.022 ; 11.515 ; 141 ; 2019-110T14:37:16.188Z ; 1.000
-1.021 ; 14.555 ; 365 ; 2019-340T20:35:36.307Z ; 1.000
-1.020 ;  8.884 ; 330 ; 2019-304T15:45:18.125Z ; 1.000
-1.020 ; 12.633 ; 314 ; 2019-288T09:05:13.003Z ; 1.000
-1.018 ; 15.245 ; 373 ; 2019-349T02:33:42.568Z ; 1.000
-1.015 ;  9.515 ; 214 ; 2019-185T12:17:14.974Z ; 1.000
-1.015 ; 12.940 ; 018 ; 2018-349T07:08:52.210Z ; 1.000
-1.013 ; 11.409 ; 215 ; 2019-186T14:53:13.235Z ; 1.000
-1.012 ; 11.516 ; 369 ; 2019-344T20:06:04.374Z ; 0.915
-1.012 ; 13.437 ; 029 ; 2018-360T14:58:02.434Z ; 1.000
-1.011 ; 13.186 ; 361 ; 2019-336T16:33:28.314Z ; 1.000
-1.010 ; 13.130 ; 300 ; 2019-274T00:23:48.257Z ; 0.969
-1.008 ; 13.455 ; 257 ; 2019-229T20:30:05.260Z ; 1.000
-1.007 ; 16.242 ; 295 ; 2019-269T00:18:33.772Z ; 1.000
-1.004 ; 13.003 ; 190 ; 2019-161T00:10:29.129Z ; 1.000
-1.003 ;  9.817 ; 229 ; 2019-200T22:24:55.657Z ; 1.000
-1.003 ; 11.434 ; 392 ; 2020-003T11:08:03.530Z ; 1.000
-1.003 ; 11.907 ; 247 ; 2019-219T12:21:17.221Z ; 1.000
-1.002 ; 11.903 ; 206 ; 2019-177T09:30:25.052Z ; 1.000
-1.002 ; 13.389 ; 292 ; 2019-265T19:24:25.445Z ; 1.000
-1.001 ; 11.894 ; 014 ; 2018-345T03:32:56.553Z ; 0.790
-1.000 ; 13.288 ; 310 ; 2019-284T07:07:53.655Z ; 0.943
-0.997 ; 15.234 ; 074 ; 2019-041T22:32:17.063Z ; 1.000
-0.997 ; 15.278 ; 296 ; 2019-269T23:58:30.845Z ; 1.000
-0.995 ; 14.074 ; 230 ; 2019-202T03:26:38.422Z ; 1.000
-0.993 ; 12.280 ; 303 ; 2019-277T01:29:42.364Z ; 1.000
-0.993 ; 12.926 ; 201 ; 2019-172T07:17:14.297Z ; 1.000
-0.993 ; 14.377 ; 234 ; 2019-206T06:22:28.859Z ; 1.000
-0.992 ; 12.843 ; 354 ; 2019-329T11:36:09.844Z ; 1.000
-0.991 ; 12.883 ; 336 ; 2019-310T23:48:27.970Z ; 1.000
-0.990 ; 13.308 ; 286 ; 2019-259T15:22:56.782Z ; 1.000
-0.989 ;  8.834 ; 363 ; 2019-338T13:24:02.709Z ; 1.000
-0.988 ; 13.259 ; 151 ; 2019-120T22:56:55.590Z ; 1.000
-0.987 ; 15.991 ; 294 ; 2019-267T23:23:40.612Z ; 1.000
-0.985 ; 12.015 ; 396 ; 2020-007T14:21:36.614Z ; 0.986
-0.985 ; 13.210 ; 014 ; 2018-345T04:54:04.935Z ; 0.790
-0.984 ; 12.411 ; 335 ; 2019-309T22:39:58.830Z ; 1.000
-0.983 ; 10.231 ; 355 ; 2019-330T09:34:36.579Z ; 1.000
-0.983 ; 11.174 ; 168 ; 2019-138T07:55:01.515Z ; 1.000
-0.983 ; 12.337 ; 259 ; 2019-231T20:39:53.008Z ; 1.000
-0.982 ; 11.726 ; 156 ; 2019-126T00:38:32.118Z ; 1.000
-0.982 ; 13.088 ; 387 ; 2019-363T09:32:52.022Z ; 1.000
-0.980 ;  9.561 ; 185 ; 2019-155T17:22:12.324Z ; 1.000
-0.978 ; 12.707 ; 117 ; 2019-086T00:08:54.102Z ; 1.000
-0.977 ; 10.424 ; 399 ; 2020-010T14:41:49.483Z ; 1.000
-0.977 ; 11.539 ; 259 ; 2019-231T19:50:42.983Z ; 1.000
-0.977 ; 14.671 ; 034 ; 2018-365T19:33:09.918Z ; 1.000
-0.976 ; 10.968 ; 077 ; 2019-044T20:07:39.006Z ; 1.000
-0.975 ; 10.135 ; 358 ; 2019-333T11:27:03.302Z ; 1.000
-0.975 ; 10.922 ; 212 ; 2019-183T12:25:26.049Z ; 1.000
-0.974 ; 10.859 ; 176 ; 2019-146T12:49:17.737Z ; 1.000
-0.974 ; 13.289 ; 019 ; 2018-350T08:10:16.591Z ; 1.000
-0.974 ; 15.674 ; 285 ; 2019-258T17:09:23.938Z ; 1.000
-0.973 ; 10.547 ; 102 ; 2019-070T12:06:15.129Z ; 1.000
-0.973 ; 12.121 ; 218 ; 2019-189T17:34:54.532Z ; 1.000
-0.972 ;  9.047 ; 311 ; 2019-285T03:25:51.544Z ; 1.000
-0.972 ; 15.041 ; 052 ; 2019-019T07:50:28.793Z ; 1.000
-0.970 ; 10.906 ; 220 ; 2019-191T17:38:35.129Z ; 1.000
-0.969 ; 11.845 ; 394 ; 2020-005T12:52:14.995Z ; 1.000
-0.968 ;  9.643 ; 397 ; 2020-008T12:34:50.793Z ; 1.000
-0.968 ; 12.852 ; 394 ; 2020-005T13:54:19.611Z ; 1.000
-0.964 ; 10.651 ; 023 ; 2018-354T08:07:10.107Z ; 1.000
-0.963 ; 11.780 ; 206 ; 2019-177T09:22:50.463Z ; 1.000
-0.963 ; 14.271 ; 208 ; 2019-179T13:14:51.711Z ; 1.000
-0.961 ; 15.776 ; 316 ; 2019-290T13:37:50.810Z ; 1.000
-0.960 ; 10.585 ; 061 ; 2019-028T09:12:02.737Z ; 1.000
-0.960 ; 12.884 ; 206 ; 2019-177T10:30:51.964Z ; 1.000
-0.959 ; 13.287 ; 365 ; 2019-340T19:17:28.911Z ; 1.000
-0.959 ; 13.387 ; 308 ; 2019-282T05:55:07.567Z ; 1.000
-0.958 ; 10.689 ; 300 ; 2019-273T21:53:21.803Z ; 0.969
-0.958 ; 10.923 ; 224 ; 2019-195T20:16:43.537Z ; 1.000
-0.956 ;  9.882 ; 233 ; 2019-205T01:06:08.020Z ; 1.000
-0.956 ; 10.301 ; 067 ; 2019-034T12:51:43.714Z ; 1.000
-0.956 ; 12.115 ; 294 ; 2019-267T19:24:42.151Z ; 1.000
-0.956 ; 12.311 ; 095 ; 2019-063T09:19:36.789Z ; 1.000
-0.953 ; 11.963 ; 024 ; 2018-355T10:07:58.059Z ; 1.000
-0.951 ; 11.283 ; 060 ; 2019-027T09:15:33.347Z ; 1.000
-0.951 ; 14.614 ; 041 ; 2019-008T00:07:51.186Z ; 1.000
-0.950 ; 13.227 ; 250 ; 2019-222T15:40:37.874Z ; 1.000
-0.947 ; 10.490 ; 335 ; 2019-309T20:41:33.814Z ; 1.000
-0.946 ; 11.858 ; 187 ; 2019-157T21:02:13.712Z ; 1.000
-0.946 ; 12.225 ; 399 ; 2020-010T16:32:50.226Z ; 1.000
-0.945 ;  9.409 ; 383 ; 2019-359T03:08:21.441Z ; 1.000
